operateur,id_support,technologie,adresse0,adresse1,adresse2,adresse3,code_postal,coordonnees,statut,statut_last,statut_old
FREE MOBILE,440496,LTE 2100,Macheclou,chem rural numero 10,,,28200,"48.076944444444, 1.301388888889",,Projet approuvé,
FREE MOBILE,440503,LTE 2100,BRINGUETS DESSUS,CHEM RURAL DES BRINGUETS,,,25220,"47.263611111111, 6.095833333333",,Projet approuvé,
FREE MOBILE,440534,LTE 2100,Bellevue,Route de Ballee,,,72300,"47.866111111111, -.359166666667",,Projet approuvé,
FREE MOBILE,440539,LTE 2100,Fertival - le haut de ricotain,"21 , r de la forêt",,,45460,"47.83, 2.3775",,Projet approuvé,
FREE MOBILE,444989,LTE 2100,Lescran,Goach Groès,,,56890,"47.7025, -2.817777777778",,Projet approuvé,
FREE MOBILE,445054,LTE 2100,Lescaouidic,Rte de Mesleiou,,,29470,"48.356388888889, -4.427222222222",,Projet approuvé,
FREE MOBILE,437763,LTE 2100,imp des sangliers,Halle des Sports,,,60580,"49.136111111111, 2.4675",,Projet approuvé,
FREE MOBILE,437919,LTE 2100,LA RAMPINSOLLE-NORD,GARELOUP,,,24660,"45.154166666667, .7125",,Projet approuvé,
FREE MOBILE,445143,LTE 2100,HAUT DE LAS COMBAS,CHE DES PIGNOTS,,,63960,"45.664444444444, 3.175833333333",,Projet approuvé,
FREE MOBILE,440619,LTE 2100,,rue du Béarn,Eglise,,64230,"43.403055555556, -.386666666667",,Projet approuvé,
FREE MOBILE,440765,LTE 2100,Verger de Thiville,Voie Communale n°6,Le Bois Beulant,,61250,"48.460555555556, .086944444444",,Projet approuvé,
FREE MOBILE,440807,LTE 2100,,PL DE L'EGLISE,,,38090,"45.611666666667, 5.181944444444",,Projet approuvé,
FREE MOBILE,445738,LTE 2100,Le Supas,r du bon accueil,Stade municipal Massabielle,,85500,"46.879444444444, -1.008888888889",,Projet approuvé,
FREE MOBILE,445791,LTE 700,,5 bd de l'Industrie,ZI,,49000,"47.502222222222, -.517222222222",,Projet approuvé,
FREE MOBILE,445791,LTE 1800,,5 bd de l'Industrie,ZI,,49000,"47.502222222222, -.517222222222",,Projet approuvé,
FREE MOBILE,445791,LTE 2100,,5 bd de l'Industrie,ZI,,49000,"47.502222222222, -.517222222222",,Projet approuvé,
FREE MOBILE,438068,LTE 2100,LA TETE DU LAIT,,,,88160,"47.861388888889, 6.816111111111",,Projet approuvé,
FREE MOBILE,440854,LTE 2100,Dessus du bois du parc,49 route de mancheville,,,76260,"50.041666666667, 1.401111111111",,Projet approuvé,
FREE MOBILE,441174,LTE 2100,,AV DE LA FORET,RD 990,,36330,"46.771666666667, 1.713611111111",,Projet approuvé,
FREE MOBILE,445811,LTE 2100,Kermelin,r j.m. jacquart,,,56890,"47.678888888889, -2.732777777778",,Projet approuvé,
FREE MOBILE,445941,LTE 2100,LE PRÉ DU PAVÉ,RN 7,,,58000,"46.931111111111, 3.158611111111",,Projet approuvé,
FREE MOBILE,438386,LTE 2100,LANNEC DERIEN,Rte de TREBEURDEN - D 21,,,22560,"48.772777777778, -3.520277777778",,Projet approuvé,
FREE MOBILE,438439,LTE 2100,Le Bousson,le chem du Moulin,,,88470,"48.308055555556, 6.883888888889",,Projet approuvé,
FREE MOBILE,435351,LTE 2100,Delle des Rougettes,RD 226 entre Cuverville et Colombelles,,,14460,"49.195555555556, -.278333333333",,Projet approuvé,
FREE MOBILE,438720,LTE 2100,LE BOIS DINOIR,R DE NOYELLES - D29,Ancienne Briquetterie,,59267,"50.154444444444, 3.203611111111",,Projet approuvé,
FREE MOBILE,441591,LTE 2100,CHAMP DE LA CROIX,,,,88650,"48.203888888889, 6.965",,Projet approuvé,
FREE MOBILE,442058,LTE 2100,SANDMATTEN,CHEM RURAL DE RUNDZFELD,STATION TDF,,67600,"48.273611111111, 7.478333333333",,Projet approuvé,
FREE MOBILE,442188,LTE 2100,POINSAC,l'argentaire,,,43700,"44.988888888889, 3.899444444444",,Projet approuvé,
FREE MOBILE,435861,LTE 2100,La Fringale,Près N.10,,,28200,"48.036666666667, 1.298333333333",,Projet approuvé,
FREE MOBILE,436058,LTE 2100,Le Gâte Bourse,chem rural n°21,,,85200,"46.435, -.834166666667",,Projet approuvé,
FREE MOBILE,442430,LTE 2100,Proviou Sud,A.51 - Autoroute du Val de Durance,P.R. 121.620 sens Sud-Nord,Terrain ESCOTA,4200,"44.2125, 5.932222222222",,Projet approuvé,
FREE MOBILE,65543,LTE 2100,BOIS FAVERIN,,,,42370,"46.036944444444, 3.898055555556",,Projet approuvé,
FREE MOBILE,436087,LTE 2100,La Houssaye,RN174,,,50000,"49.134722222222, -1.095833333333",,Projet approuvé,
FREE MOBILE,439268,LTE 2100,DES GROS PRÉS,CHE DES MINES,TETE MOSIQUE,,88160,"47.866666666667, 6.763055555556",,Projet approuvé,
FREE MOBILE,439283,LTE 2100,TETE DU CANARD,Station TDF de Cornimont,,,88290,"47.941388888889, 6.815833333333",,Projet approuvé,
FREE MOBILE,442662,LTE 2100,st-maurice,,,,88210,"48.389722222222, 6.9925",,Projet approuvé,
FREE MOBILE,76301,LTE 2100,QUARTIER DES JONCS,ENTRE RD 111 ET GR 42,,,30650,"43.962777777778, 4.724722222222",,Projet approuvé,
FREE MOBILE,436530,LTE 2100,,r bruscos,PARC D'ACTIVITÉS SAUVAGNON,AEROPORT,64230,"43.380555555556, -.406944444444",,Projet approuvé,
FREE MOBILE,436588,LTE 2100,MAS DONZEL,RTE DE ST GILLES,,,30000,"43.770277777778, 4.397777777778",,Projet approuvé,
FREE MOBILE,439402,LTE 2100,,RTE DE SORT,CH D'EAU DE NARROSSE,,40180,"43.693055555556, -1.0075",,Projet approuvé,
FREE MOBILE,81376,LTE 2100,,R BLANCHARD,TERRAIN DE SPORT,,59279,"50.999722222222, 2.221388888889",,Projet approuvé,
FREE MOBILE,82704,LTE 2100,,15 R DE BOUXWILLER,,,67790,"48.776944444444, 7.411111111111",,Projet approuvé,
FREE MOBILE,436691,LTE 2100,LE HINBERG,chem forestier,,,67130,"48.517222222222, 7.262777777778",,Projet approuvé,
FREE MOBILE,436979,LTE 1800,Les Menières,Champ Lazare,,,25110,"47.368611111111, 6.358611111111",,Projet approuvé,
FREE MOBILE,436979,LTE 700,Les Menières,Champ Lazare,,,25110,"47.368611111111, 6.358611111111",,Projet approuvé,
FREE MOBILE,436979,LTE 2100,Les Menières,Champ Lazare,,,25110,"47.368611111111, 6.358611111111",,Projet approuvé,
FREE MOBILE,436979,LTE 2600,Les Menières,Champ Lazare,,,25110,"47.368611111111, 6.358611111111",,Projet approuvé,
FREE MOBILE,436979,UMTS 900,Les Menières,Champ Lazare,,,25110,"47.368611111111, 6.358611111111",,Projet approuvé,
FREE MOBILE,436979,5G NR 700,Les Menières,Champ Lazare,,,25110,"47.368611111111, 6.358611111111",,Projet approuvé,
FREE MOBILE,436992,LTE 2100,stimpflerain,Station de télédistribution,,,68760,"47.837777777778, 7.067777777778",,Projet approuvé,
FREE MOBILE,439513,LTE 2100,Les 4 Feignes,Chem rural,Station TDF des 4 Feignes,,88400,"48.075277777778, 6.909444444444",,Projet approuvé,
FREE MOBILE,439538,LTE 2100,PUY CHAUVET,PUYJARRIGE,,,19100,"45.113333333333, 1.501111111111",,Projet approuvé,
FREE MOBILE,443191,LTE 2100,CORNAGE,170 R AMBROISE CROIZAT,ZI,,38220,"45.085555555556, 5.765",,Projet approuvé,
FREE MOBILE,443195,LTE 2100,la Plaine d'Heure,,,,89100,"48.2275, 3.350277777778",,Projet approuvé,
FREE MOBILE,443258,LTE 2100,Haut des rangs,,,,88200,"48.010555555556, 6.617222222222",,Projet approuvé,
FREE MOBILE,437353,LTE 2100,BARADAT,PLAA,CHEM DU BARRAILH,,64450,"43.419722222222, -.345555555556",,Projet approuvé,
FREE MOBILE,439825,LTE 2100,Auf der Steig,CHEM D'EXPLOITATION,,,67120,"48.574166666667, 7.540555555556",,Projet approuvé,
FREE MOBILE,443308,LTE 2100,LAMANVILLERS,,,,88200,"48.0475, 6.597777777778",,Projet approuvé,
FREE MOBILE,443382,LTE 2100,LES AULNOIS,R DE BLONDELLE,,,59226,"50.475833333333, 3.393055555556",,Projet approuvé,
FREE MOBILE,443472,LTE 2100,Côte du Château,R de la Côte du Château,,,67130,"48.474722222222, 7.221111111111",,Projet approuvé,
FREE MOBILE,284508,LTE 2100,La Sapinette,,,,71210,"46.772222222222, 4.501388888889",,Projet approuvé,
FREE MOBILE,437387,LTE 2100,Blanchet Est,Route des Trois Lacs,Station TDF,,74560,"46.157777777778, 6.221666666667",,Projet approuvé,
FREE MOBILE,437411,LTE 2100,,Montée de l'Eglise,,,26380,"45.092777777778, 5.046666666667",,Projet approuvé,
FREE MOBILE,437482,LTE 2100,FERME DE QUERIMONT,,,,8200,"49.721388888889, 4.964444444444",,Projet approuvé,
FREE MOBILE,439880,LTE 2100,,Les Grands Tournants,Cimetière Le Four,Pylône TDF,38300,"45.5625, 5.281111111111",,Projet approuvé,
FREE MOBILE,437623,LTE 2100,Au Serac,Gratte Lièvre,,,19600,"45.140833333333, 1.418055555556",,Projet approuvé,
FREE MOBILE,444624,LTE 700,,18 PL VICTOR HUGO,,,91220,"48.607222222222, 2.3075",,Projet approuvé,
FREE MOBILE,444624,LTE 1800,,18 PL VICTOR HUGO,,,91220,"48.607222222222, 2.3075",,Projet approuvé,
FREE MOBILE,444624,LTE 2100,,18 PL VICTOR HUGO,,,91220,"48.607222222222, 2.3075",,Projet approuvé,
FREE MOBILE,444624,LTE 2600,,18 PL VICTOR HUGO,,,91220,"48.607222222222, 2.3075",,Projet approuvé,
FREE MOBILE,444624,UMTS 900,,18 PL VICTOR HUGO,,,91220,"48.607222222222, 2.3075",,Projet approuvé,
FREE MOBILE,444624,5G NR 700,,18 PL VICTOR HUGO,,,91220,"48.607222222222, 2.3075",,Projet approuvé,
FREE MOBILE,474800,LTE 2100,Desforanges,Parc d'Activité Les Portes-du-Velay,,,43120,"45.314166666667, 4.231388888889",,Projet approuvé,
FREE MOBILE,502900,LTE 700,,R DU PONT NEUF - LE STADE,,,56370,"47.532222222222, -2.661388888889",,Projet approuvé,
FREE MOBILE,502900,LTE 1800,,R DU PONT NEUF - LE STADE,,,56370,"47.532222222222, -2.661388888889",,Projet approuvé,
FREE MOBILE,502900,LTE 2100,,R DU PONT NEUF - LE STADE,,,56370,"47.532222222222, -2.661388888889",,Projet approuvé,
FREE MOBILE,502900,LTE 2600,,R DU PONT NEUF - LE STADE,,,56370,"47.532222222222, -2.661388888889",,Projet approuvé,
FREE MOBILE,502900,UMTS 900,,R DU PONT NEUF - LE STADE,,,56370,"47.532222222222, -2.661388888889",,Projet approuvé,
FREE MOBILE,502900,5G NR 700,,R DU PONT NEUF - LE STADE,,,56370,"47.532222222222, -2.661388888889",,Projet approuvé,
FREE MOBILE,527400,LTE 2100,BOIS D'AMFREVILLE,La Bruyere Communale,RD 112,,27400,"49.152222222222, 1.140833333333",,Projet approuvé,
DIGICEL,1999610,LTE 1800,Montagne des châteaux Nord,PK22 - rte de l'Est - RN2,,,97311,"4.756944444444, -52.426111111111",,Projet approuvé,
DIGICEL,1999610,LTE 2100,Montagne des châteaux Nord,PK22 - rte de l'Est - RN2,,,97311,"4.756944444444, -52.426111111111",,Projet approuvé,
DIGICEL,1999610,LTE 2600,Montagne des châteaux Nord,PK22 - rte de l'Est - RN2,,,97311,"4.756944444444, -52.426111111111",,Projet approuvé,
DIGICEL,2005727,LTE 2100,,Voie Verte,ZI Jarry Houelbourg,imm hyundai,97122,"16.241666666667, -61.572222222222",,Projet approuvé,
DIGICEL,660092,GSM 900,Pelletier,Près RN1,,,97232,"14.654722222222, -60.973055555556",,En service,
DIGICEL,660092,LTE 1800,Pelletier,Près RN1,,,97232,"14.654722222222, -60.973055555556",,En service,
DIGICEL,660092,LTE 2600,Pelletier,Près RN1,,,97232,"14.654722222222, -60.973055555556",,En service,
DIGICEL,660092,UMTS 900,Pelletier,Près RN1,,,97232,"14.654722222222, -60.973055555556",,En service,
DIGICEL,660092,UMTS 2100,Pelletier,Près RN1,,,97232,"14.654722222222, -60.973055555556",,En service,
ORANGE,2801432,UMTS 900,,30 BOULEVARD DES BATIGNOLLES,STADE DE LA BEAUJOIRE,Tribune Nord,44000,"47.256666666667, -1.524722222222",,Projet approuvé,
ORANGE,2801432,LTE 2600,,30 BOULEVARD DES BATIGNOLLES,STADE DE LA BEAUJOIRE,Tribune Nord,44000,"47.256666666667, -1.524722222222",,Projet approuvé,
ORANGE,2801432,LTE 1800,,30 BOULEVARD DES BATIGNOLLES,STADE DE LA BEAUJOIRE,Tribune Nord,44000,"47.256666666667, -1.524722222222",,Projet approuvé,
ORANGE,2801432,LTE 2100,,30 BOULEVARD DES BATIGNOLLES,STADE DE LA BEAUJOIRE,Tribune Nord,44000,"47.256666666667, -1.524722222222",,Projet approuvé,
ORANGE,2801432,5G NR 3500,,30 BOULEVARD DES BATIGNOLLES,STADE DE LA BEAUJOIRE,Tribune Nord,44000,"47.256666666667, -1.524722222222",,Projet approuvé,
ORANGE,2801434,LTE 1800,,30 BOULEVARD DES BATIGNOLLES,STADE DE LA BEAUJOIRE,Tribune Est,44000,"47.255555555556, -1.523888888889",,Projet approuvé,
ORANGE,2801434,LTE 2100,,30 BOULEVARD DES BATIGNOLLES,STADE DE LA BEAUJOIRE,Tribune Est,44000,"47.255555555556, -1.523888888889",,Projet approuvé,
ORANGE,2801434,LTE 2600,,30 BOULEVARD DES BATIGNOLLES,STADE DE LA BEAUJOIRE,Tribune Est,44000,"47.255555555556, -1.523888888889",,Projet approuvé,
ORANGE,2801434,UMTS 900,,30 BOULEVARD DES BATIGNOLLES,STADE DE LA BEAUJOIRE,Tribune Est,44000,"47.255555555556, -1.523888888889",,Projet approuvé,
ORANGE,2801434,5G NR 3500,,30 BOULEVARD DES BATIGNOLLES,STADE DE LA BEAUJOIRE,Tribune Est,44000,"47.255555555556, -1.523888888889",,Projet approuvé,
ORANGE,2801436,LTE 1800,,30 BOULEVARD DES BATIGNOLLES,STADE DE LA BEAUJOIRE,Tribune Ouest,44000,"47.255555555556, -1.525555555556",,Projet approuvé,
ORANGE,2801436,LTE 2100,,30 BOULEVARD DES BATIGNOLLES,STADE DE LA BEAUJOIRE,Tribune Ouest,44000,"47.255555555556, -1.525555555556",,Projet approuvé,
ORANGE,2801436,LTE 2600,,30 BOULEVARD DES BATIGNOLLES,STADE DE LA BEAUJOIRE,Tribune Ouest,44000,"47.255555555556, -1.525555555556",,Projet approuvé,
ORANGE,2801436,UMTS 900,,30 BOULEVARD DES BATIGNOLLES,STADE DE LA BEAUJOIRE,Tribune Ouest,44000,"47.255555555556, -1.525555555556",,Projet approuvé,
ORANGE,2801436,5G NR 3500,,30 BOULEVARD DES BATIGNOLLES,STADE DE LA BEAUJOIRE,Tribune Ouest,44000,"47.255555555556, -1.525555555556",,Projet approuvé,
ORANGE,2802807,LTE 800,,Rue Marcelle Haricot,,,14910,"49.335, .029444444444",,Projet approuvé,
ORANGE,2802807,LTE 1800,,Rue Marcelle Haricot,,,14910,"49.335, .029444444444",,Projet approuvé,
ORANGE,2802807,GSM 900,,Rue Marcelle Haricot,,,14910,"49.335, .029444444444",,Projet approuvé,
ORANGE,2802807,LTE 700,,Rue Marcelle Haricot,,,14910,"49.335, .029444444444",,Projet approuvé,
ORANGE,2802807,LTE 2100,,Rue Marcelle Haricot,,,14910,"49.335, .029444444444",,Projet approuvé,
ORANGE,2802807,LTE 2600,,Rue Marcelle Haricot,,,14910,"49.335, .029444444444",,Projet approuvé,
ORANGE,2802807,UMTS 900,,Rue Marcelle Haricot,,,14910,"49.335, .029444444444",,Projet approuvé,
ORANGE,2802807,5G NR 3500,,Rue Marcelle Haricot,,,14910,"49.335, .029444444444",,Projet approuvé,
DIGICEL,678476,LTE 2600,Abandonné,Voie communale d'Abandonné,Quartier racine,,97216,"14.822777777778, -61.118333333333",,Projet approuvé,
DIGICEL,678476,LTE 2100,Abandonné,Voie communale d'Abandonné,Quartier racine,,97216,"14.822777777778, -61.118333333333",,Projet approuvé,
ORANGE,2804864,LTE 700,Les Prés du Bourg,VC n°109 dite de Goësevant,,,56160,"48.113888888889, -3.166111111111",,Projet approuvé,
ORANGE,2804862,LTE 1800,Le Cabaret,Rue Le Cul d'Oison - Station d'Epuration,,,27190,"49.06, .9225",,Projet approuvé,
ORANGE,2804862,LTE 700,Le Cabaret,Rue Le Cul d'Oison - Station d'Epuration,,,27190,"49.06, .9225",,Projet approuvé,
ORANGE,2804862,LTE 800,Le Cabaret,Rue Le Cul d'Oison - Station d'Epuration,,,27190,"49.06, .9225",,Projet approuvé,
ORANGE,2804864,LTE 800,Les Prés du Bourg,VC n°109 dite de Goësevant,,,56160,"48.113888888889, -3.166111111111",,Projet approuvé,
ORANGE,2804864,UMTS 900,Les Prés du Bourg,VC n°109 dite de Goësevant,,,56160,"48.113888888889, -3.166111111111",,Projet approuvé,
ORANGE,2804867,LTE 700,Les Carbonières,Route du Bourg,,,46300,"44.711666666667, 1.303055555556",,Projet approuvé,
ORANGE,2804867,LTE 800,Les Carbonières,Route du Bourg,,,46300,"44.711666666667, 1.303055555556",,Projet approuvé,
ORANGE,2804867,UMTS 900,Les Carbonières,Route du Bourg,,,46300,"44.711666666667, 1.303055555556",,Projet approuvé,
ORANGE,2804870,LTE 700,La Haute Butte,Les Champs Blancs,D81,BOISYVON,50670,"48.797777777778, -1.1225",,Projet approuvé,
ORANGE,2804870,LTE 800,La Haute Butte,Les Champs Blancs,D81,BOISYVON,50670,"48.797777777778, -1.1225",,Projet approuvé,
ORANGE,2804870,LTE 1800,La Haute Butte,Les Champs Blancs,D81,BOISYVON,50670,"48.797777777778, -1.1225",,Projet approuvé,
ORANGE,2804872,LTE 700,La Boursidière,Avenue de la division Leclerc,Rue de la Bousidière,,92350,"48.774166666667, 2.238611111111",,Projet approuvé,
ORANGE,2804872,LTE 800,La Boursidière,Avenue de la division Leclerc,Rue de la Bousidière,,92350,"48.774166666667, 2.238611111111",,Projet approuvé,
ORANGE,2804872,LTE 1800,La Boursidière,Avenue de la division Leclerc,Rue de la Bousidière,,92350,"48.774166666667, 2.238611111111",,Projet approuvé,
ORANGE,2804872,LTE 2100,La Boursidière,Avenue de la division Leclerc,Rue de la Bousidière,,92350,"48.774166666667, 2.238611111111",,Projet approuvé,
ORANGE,2804872,UMTS 900,La Boursidière,Avenue de la division Leclerc,Rue de la Bousidière,,92350,"48.774166666667, 2.238611111111",,Projet approuvé,
ORANGE,2804872,5G NR 3500,La Boursidière,Avenue de la division Leclerc,Rue de la Bousidière,,92350,"48.774166666667, 2.238611111111",,Projet approuvé,
ORANGE,2804877,LTE 700,Fief du Bouillac,Rue des Batardières,,,85440,"46.447222222222, -1.530833333333",,Projet approuvé,
ORANGE,2804877,LTE 800,Fief du Bouillac,Rue des Batardières,,,85440,"46.447222222222, -1.530833333333",,Projet approuvé,
ORANGE,2804877,LTE 1800,Fief du Bouillac,Rue des Batardières,,,85440,"46.447222222222, -1.530833333333",,Projet approuvé,
ORANGE,2804877,LTE 2100,Fief du Bouillac,Rue des Batardières,,,85440,"46.447222222222, -1.530833333333",,Projet approuvé,
ORANGE,2804877,LTE 2600,Fief du Bouillac,Rue des Batardières,,,85440,"46.447222222222, -1.530833333333",,Projet approuvé,
ORANGE,2805378,LTE 1800,,Grand Route,Route de Sancerre,1309 La Borne d'en Haut,18250,"47.286388888889, 2.584722222222",,Projet approuvé,
ORANGE,2805378,LTE 700,,Grand Route,Route de Sancerre,1309 La Borne d'en Haut,18250,"47.286388888889, 2.584722222222",,Projet approuvé,
ORANGE,2805378,LTE 800,,Grand Route,Route de Sancerre,1309 La Borne d'en Haut,18250,"47.286388888889, 2.584722222222",,Projet approuvé,
ORANGE,2805378,UMTS 900,,Grand Route,Route de Sancerre,1309 La Borne d'en Haut,18250,"47.286388888889, 2.584722222222",,Projet approuvé,
ORANGE,2806719,LTE 700,LUCU,RD4 - Proche de Muna,,,20121,"42.135833333333, 8.846388888889",,Projet approuvé,
ORANGE,2806719,LTE 800,LUCU,RD4 - Proche de Muna,,,20121,"42.135833333333, 8.846388888889",,Projet approuvé,
ORANGE,2806719,UMTS 900,LUCU,RD4 - Proche de Muna,,,20121,"42.135833333333, 8.846388888889",,Projet approuvé,
DIGICEL,2185456,GSM 900,Bazin,Près boulevard Dumaine Delisle,Lotissement Bazin,,97131,"16.367777777778, -61.4525",,Projet approuvé,
DIGICEL,2185456,LTE 1800,Bazin,Près boulevard Dumaine Delisle,Lotissement Bazin,,97131,"16.367777777778, -61.4525",,Projet approuvé,
DIGICEL,2185456,UMTS 2100,Bazin,Près boulevard Dumaine Delisle,Lotissement Bazin,,97131,"16.367777777778, -61.4525",,Projet approuvé,
DIGICEL,790303,LTE 2100,Beauséjour,D32,,,97280,"14.534166666667, -60.869166666667",,Projet approuvé,
DIGICEL,790303,LTE 2600,Beauséjour,D32,,,97280,"14.534166666667, -60.869166666667",,Projet approuvé,
ORANGE,2823184,UMTS 900,,8 Rue Denis Papin,,,35230,"48.0175, -1.596944444444",,En service,
ORANGE,2823184,LTE 700,,8 Rue Denis Papin,,,35230,"48.0175, -1.596944444444",,En service,
ORANGE,2823184,LTE 800,,8 Rue Denis Papin,,,35230,"48.0175, -1.596944444444",,En service,
ORANGE,2823184,LTE 1800,,8 Rue Denis Papin,,,35230,"48.0175, -1.596944444444",,En service,
ORANGE,2823869,LTE 800,,ZA LE PETIT BOIS,chem des bas jardins Près N.51,,51530,"49.064166666667, 3.958888888889",,En service,
ORANGE,2823869,LTE 1800,,ZA LE PETIT BOIS,chem des bas jardins Près N.51,,51530,"49.064166666667, 3.958888888889",,En service,
DIGICEL,2805357,LTE 2600,,Lalung Fontarabie,,,97122,"16.216388888889, -61.645555555556",,Projet approuvé,
DIGICEL,2805357,GSM 900,,Lalung Fontarabie,,,97122,"16.216388888889, -61.645555555556",,Projet approuvé,
DIGICEL,2805357,LTE 1800,,Lalung Fontarabie,,,97122,"16.216388888889, -61.645555555556",,Projet approuvé,
DIGICEL,2805357,LTE 2100,,Lalung Fontarabie,,,97122,"16.216388888889, -61.645555555556",,Projet approuvé,
DIGICEL,2805357,UMTS 900,,Lalung Fontarabie,,,97122,"16.216388888889, -61.645555555556",,Projet approuvé,
DIGICEL,2805357,UMTS 2100,,Lalung Fontarabie,,,97122,"16.216388888889, -61.645555555556",,Projet approuvé,
DIGICEL,2805398,LTE 2600,Le Raizet,Aéroport Pôle Caraibes,,,97139,"16.271388888889, -61.530833333333",,Projet approuvé,
DIGICEL,2805398,GSM 900,Le Raizet,Aéroport Pôle Caraibes,,,97139,"16.271388888889, -61.530833333333",,Projet approuvé,
DIGICEL,2805398,LTE 1800,Le Raizet,Aéroport Pôle Caraibes,,,97139,"16.271388888889, -61.530833333333",,Projet approuvé,
DIGICEL,2805398,LTE 2100,Le Raizet,Aéroport Pôle Caraibes,,,97139,"16.271388888889, -61.530833333333",,Projet approuvé,
DIGICEL,2805398,UMTS 900,Le Raizet,Aéroport Pôle Caraibes,,,97139,"16.271388888889, -61.530833333333",,Projet approuvé,
DIGICEL,2805398,UMTS 2100,Le Raizet,Aéroport Pôle Caraibes,,,97139,"16.271388888889, -61.530833333333",,Projet approuvé,
ORANGE,2823869,GSM 900,,ZA LE PETIT BOIS,chem des bas jardins Près N.51,,51530,"49.064166666667, 3.958888888889",,En service,
ORANGE,2823869,LTE 700,,ZA LE PETIT BOIS,chem des bas jardins Près N.51,,51530,"49.064166666667, 3.958888888889",,En service,
ORANGE,2823869,LTE 2100,,ZA LE PETIT BOIS,chem des bas jardins Près N.51,,51530,"49.064166666667, 3.958888888889",,En service,
ORANGE,2823869,UMTS 900,,ZA LE PETIT BOIS,chem des bas jardins Près N.51,,51530,"49.064166666667, 3.958888888889",,En service,
ORANGE,2823869,5G NR 3500,,ZA LE PETIT BOIS,chem des bas jardins Près N.51,,51530,"49.064166666667, 3.958888888889",,Techniquement opérationnel,
ORANGE,2823888,LTE 700,MOULIN LARRIEU,A65,,,64450,"43.463611111111, -.358333333333",,En service,
ORANGE,2823888,LTE 800,MOULIN LARRIEU,A65,,,64450,"43.463611111111, -.358333333333",,En service,
ORANGE,2823888,LTE 1800,MOULIN LARRIEU,A65,,,64450,"43.463611111111, -.358333333333",,En service,
ORANGE,2823888,UMTS 900,MOULIN LARRIEU,A65,,,64450,"43.463611111111, -.358333333333",,En service,
ORANGE,2823901,LTE 2100,MAS DES GOURRES,24 RUE MARCEL ISSARTIER,,,38840,"45.106111111111, 5.253333333333",,En service,
ORANGE,2823901,GSM 900,MAS DES GOURRES,24 RUE MARCEL ISSARTIER,,,38840,"45.106111111111, 5.253333333333",,En service,
ORANGE,2823901,LTE 800,MAS DES GOURRES,24 RUE MARCEL ISSARTIER,,,38840,"45.106111111111, 5.253333333333",,En service,
ORANGE,2823901,LTE 1800,MAS DES GOURRES,24 RUE MARCEL ISSARTIER,,,38840,"45.106111111111, 5.253333333333",,En service,
ORANGE,2823901,UMTS 900,MAS DES GOURRES,24 RUE MARCEL ISSARTIER,,,38840,"45.106111111111, 5.253333333333",,En service,
ORANGE,2823929,LTE 2100,,182 r st-honore,,,75001,"48.8625, 2.338611111111",,En service,
ORANGE,2823929,LTE 800,,182 r st-honore,,,75001,"48.8625, 2.338611111111",,En service,
ORANGE,2823929,GSM 1800,,182 r st-honore,,,75001,"48.8625, 2.338611111111",,En service,
ORANGE,2823929,LTE 1800,,182 r st-honore,,,75001,"48.8625, 2.338611111111",,En service,
ORANGE,2823929,LTE 2600,,182 r st-honore,,,75001,"48.8625, 2.338611111111",,En service,
ORANGE,2823929,UMTS 900,,182 r st-honore,,,75001,"48.8625, 2.338611111111",,En service,
ORANGE,2823929,UMTS 2100,,182 r st-honore,,,75001,"48.8625, 2.338611111111",,En service,
ORANGE,2823929,5G NR 2100,,182 r st-honore,,,75001,"48.8625, 2.338611111111",,Projet approuvé,
ORANGE,2825172,LTE 800,,35/37 r labat de savignac,,,31000,"43.605, 1.464722222222",,En service,
ORANGE,2824662,LTE 800,Les Fourneaux,route de la Fontaine St Come,La Maison des Bois,,45450,"47.936111111111, 2.141944444444",,En service,
ORANGE,2824662,LTE 2600,Les Fourneaux,route de la Fontaine St Come,La Maison des Bois,,45450,"47.936111111111, 2.141944444444",,En service,
ORANGE,2824662,UMTS 900,Les Fourneaux,route de la Fontaine St Come,La Maison des Bois,,45450,"47.936111111111, 2.141944444444",,En service,
ORANGE,2825172,LTE 700,,35/37 r labat de savignac,,,31000,"43.605, 1.464722222222",,Projet approuvé,
ORANGE,2825172,LTE 1800,,35/37 r labat de savignac,,,31000,"43.605, 1.464722222222",,En service,
ORANGE,2825172,LTE 2100,,35/37 r labat de savignac,,,31000,"43.605, 1.464722222222",,En service,
ORANGE,2825172,LTE 2600,,35/37 r labat de savignac,,,31000,"43.605, 1.464722222222",,En service,
ORANGE,2825172,UMTS 900,,35/37 r labat de savignac,,,31000,"43.605, 1.464722222222",,En service,
ORANGE,2825172,5G NR 3500,,35/37 r labat de savignac,,,31000,"43.605, 1.464722222222",,Projet approuvé,
ORANGE,2825177,LTE 1800,,43 rue de la Republique,,,42600,"45.606666666667, 4.073333333333",,En service,
ORANGE,2825177,GSM 900,,43 rue de la Republique,,,42600,"45.606666666667, 4.073333333333",,En service,
ORANGE,2825177,LTE 700,,43 rue de la Republique,,,42600,"45.606666666667, 4.073333333333",,En service,
ORANGE,2825177,LTE 800,,43 rue de la Republique,,,42600,"45.606666666667, 4.073333333333",,En service,
ORANGE,2825177,LTE 2100,,43 rue de la Republique,,,42600,"45.606666666667, 4.073333333333",,En service,
